Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ORF )	Gene names  (primary )	Gene names  (ordered locus )	Gene names  (synonym )
P38891	BCA1_YEAST	reviewed	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT) (EC 2.6.1.42) (Protein ECA39) (Protein TWT1)	BAT1 ECA39 TWT1 YHR208W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393		BAT1	YHR208W	ECA39 TWT1
P53226	BUD9_YEAST	reviewed	Bud site selection protein 9	BUD9 YGR041W G4152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	547	G4152	BUD9	YGR041W	
P38077	ATPG_YEAST	reviewed	ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)	ATP3 ATP3a ATP3b YBR039W YBR0408	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	311	YBR0408	ATP3	YBR039W	ATP3a ATP3b
P22035	BAS1_YEAST	reviewed	Myb-like DNA-binding protein BAS1	BAS1 YKR099W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	811		BAS1	YKR099W	
P06101	CDC37_YEAST	reviewed	Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)	CDC37 SMO1 YDR168W YD9489.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506	YD9489.03	CDC37	YDR168W	SMO1
P38308	CS111_YEAST	reviewed	F-box protein COS111 (Ciclopirox olamine sensitivity protein 111)	COS111 YBR203W YBR1443	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	924	YBR1443	COS111	YBR203W	
P53344	COS6_YEAST	reviewed	Protein COS6	COS6 YGR295C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	381		COS6	YGR295C	
P14832	CYPH_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (CPH) (Cyclosporin A-binding protein) (PPI-II) (Rotamase)	CPR1 CPH1 CYP1 SCC1 YDR155C YD8358.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	162	YD8358.10C	CPR1	YDR155C	CPH1 CYP1 SCC1
P12904	AAKG_YEAST	reviewed	5'-AMP-activated protein kinase subunit gamma (AMPK gamma) (AMPK subunit gamma) (Regulatory protein CAT3) (Sucrose non-fermenting protein 4)	SNF4 CAT3 SCI1 YGL115W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	322		SNF4	YGL115W	CAT3 SCI1
Q08951	AP3D_YEAST	reviewed	AP-3 complex subunit delta (Adaptor-related protein complex 3 subunit delta) (Delta-adaptin 3) (Delta-adaptin)	APL5 YKS4 YPL195W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	932		APL5	YPL195W	YKS4
P50277	BIOA_YEAST	reviewed	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (Diaminopelargonic acid synthase)	BIO3 YNR058W N3510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	480	N3510	BIO3	YNR058W	
P29311	BMH1_YEAST	reviewed	Protein BMH1	BMH1 YER177W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267		BMH1	YER177W	
P32639	BRR2_YEAST	reviewed	Pre-mRNA-splicing helicase BRR2 (EC 3.6.4.13) (Protein Snu246)	BRR2 RSS1 SNU246 YER172C SYGP-ORF66	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2163	SYGP-ORF66	BRR2	YER172C	RSS1 SNU246
Q12140	BSC1_YEAST	reviewed	Bypass of stop codon protein 1	BSC1 YDL037C D2734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328	D2734	BSC1	YDL037C	
Q06338	BCP1_YEAST	reviewed	Protein BCP1	BCP1 YDR361C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283		BCP1	YDR361C	
P53223	CAX4_YEAST	reviewed	Dolichyldiphosphatase (EC 3.6.1.43) (Dolichyl pyrophosphate phosphatase)	CAX4 CWH8 YGR036C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	239		CAX4	YGR036C	CWH8
Q04199	CAC2_YEAST	reviewed	Chromatin assembly factor 1 subunit p60 (CAF-1 60 kDa subunit)	CAC2 YML102W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	468		CAC2	YML102W	
P04817	CAN1_YEAST	reviewed	Arginine permease CAN1 (Canavanine resistance protein 1)	CAN1 YEL063C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	590		CAN1	YEL063C	
Q02732	CENPP_YEAST	reviewed	Inner kinetochore subunit CTF19 (CENP-P homolog) (Chromosome transmission fidelity protein 19) (Constitutive centromere-associated network protein CTF19) (Minichromosome maintenance protein 18)	CTF19 MCM18 YPL018W LPB13W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	369	LPB13W	CTF19	YPL018W	MCM18
P32641	RAD24_YEAST	reviewed	Checkpoint protein RAD24	RAD24 YER173W SYGP-ORF60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	659	SYGP-ORF60	RAD24	YER173W	
Q06665	RAD34_YEAST	reviewed	DNA repair protein RAD34	RAD34 YDR314C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	692		RAD34	YDR314C	
P30620	PSO2_YEAST	reviewed	DNA cross-link repair protein PSO2/SNM1 (EC 3.1.-.-)	PSO2 SNM1 YMR137C YM9375.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661	YM9375.06C	PSO2	YMR137C	SNM1
P31334	RM09_YEAST	reviewed	54S ribosomal protein L9, mitochondrial (Mitochondrial large ribosomal subunit protein uL3m) (YmL9)	MRPL9 YGR220C G8520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269	G8520	MRPL9	YGR220C	
P43620	RMD8_YEAST	reviewed	Sporulation protein RMD8 (Required for meiotic nuclear division protein 8)	RMD8 YFR048W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	662		RMD8	YFR048W	
P28000	RPAC2_YEAST	reviewed	DNA-directed RNA polymerases I and III subunit RPAC2 (RNA polymerases I and III subunit AC2) (AC19) (DNA-directed RNA polymerases I and III 16 kDa polypeptide) (RPA19)	RPC19 YNL113W N1937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142	N1937	RPC19	YNL113W	
P36159	RNZ_YEAST	reviewed	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z)	TRZ1 YKR079C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	838		TRZ1	YKR079C	
P32910	RPC6_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6) (C34) (DNA-directed RNA polymerase III 36 kDa polypeptide)	RPC34 YNR003C N2031	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	317	N2031	RPC34	YNR003C	
P25368	RRP7_YEAST	reviewed	Ribosomal RNA-processing protein 7	RRP7 YCL031C YCL184 YCL31C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297	YCL184 YCL31C	RRP7	YCL031C	
P38786	RPP1_YEAST	reviewed	Ribonuclease P/MRP protein subunit RPP1 (EC 3.1.26.5) (RNA-processing protein RPP1) (RNaseP/MRP 32.2 kDa subunit)	RPP1 YHR062C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	293		RPP1	YHR062C	
P38771	RRF1_YEAST	reviewed	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	RRF1 FIL1 KIM4 YHR038W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	230		RRF1	YHR038W	FIL1 KIM4
Q3E792	RS25A_YEAST	reviewed	40S ribosomal protein S25-A (RP45) (S31) (Small ribosomal subunit protein eS25-A) (YS23)	RPS25A RPS31A YGR027C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108		RPS25A	YGR027C	RPS31A
P0CX39	RS8A_YEAST	reviewed	40S ribosomal protein S8-A (RP19) (S14) (Small ribosomal subunit protein eS8-A) (YS9)	RPS8A RPS14A YBL072C YBL06.05 YBL0613	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200	YBL06.05 YBL0613	RPS8A	YBL072C	RPS14A
P40033	RSM18_YEAST	reviewed	37S ribosomal protein RSM18, mitochondrial (Mitochondrial small ribosomal subunit protein bS18m)	RSM18 YER050C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138		RSM18	YER050C	
P53292	RT35_YEAST	reviewed	37S ribosomal protein S35, mitochondrial (Mitochondrial small ribosomal subunit protein mS45)	MRPS35 YGR165W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	345		MRPS35	YGR165W	
O14464	RTC6_YEAST	reviewed	54S ribosomal protein RTC6, mitochondrial (Mitochondrial large ribosomal subunit protein bL36m) (Restriction of telomere capping protein 6) (Translation associated element 4)	RTC6 TAE4 YPL183W-A YPL183BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	93	YPL183BW	RTC6	YPL183W-A	TAE4
Q08963	RU2A_YEAST	reviewed	U2 small nuclear ribonucleoprotein A' (U2 snRNP A') (Looks exceptionally like U2A protein 1)	LEA1 YPL213W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238		LEA1	YPL213W	
Q12158	SCC1_YEAST	reviewed	Sister chromatid cohesion protein 1	MCD1 PDS3 RHC21 SCC1 YDL003W YD8119.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	566	YD8119.04	MCD1	YDL003W	PDS3 RHC21 SCC1
Q12242	RUP1_YEAST	reviewed	UBA domain-containing protein RUP1	RUP1 YOR138C YOR3332c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	671	YOR3332c	RUP1	YOR138C	
P38200	SHE1_YEAST	reviewed	Mitotic spindle-associated protein SHE1 (Sensitive to high expression protein 1)	SHE1 YBL031W YBL0420	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	338	YBL0420	SHE1	YBL031W	
P38957	SHU2_YEAST	reviewed	Suppressor of hydroxyurea sensitivity protein 2	SHU2 YDR078C D4436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	223	D4436	SHU2	YDR078C	
P52286	SKP1_YEAST	reviewed	Suppressor of kinetochore protein 1 (Centromere DNA-binding protein complex CBF3 subunit D) (E3 ubiquitin ligase complex SCF subunit SKP1)	SKP1 CBF3D YDR328C D9798.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	194	D9798.14	SKP1	YDR328C	CBF3D
P35207	SKI2_YEAST	reviewed	Antiviral helicase SKI2 (EC 3.6.4.13) (Superkiller protein 2)	SKI2 YLR398C L8084.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1287	L8084.17	SKI2	YLR398C	
P25344	STE50_YEAST	reviewed	Protein STE50	STE50 YCL032W YCL32W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	346	YCL32W	STE50	YCL032W	
P07284	SYSC_YEAST	reviewed	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	SES1 SERS YDR023W YD9813.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	462	YD9813.01	SES1	YDR023W	SERS
P53277	SYF2_YEAST	reviewed	Pre-mRNA-splicing factor SYF2 (PRP19 complex protein 31) (Synthetic lethal with CDC40 protein 2)	SYF2 NTC31 YGR129W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215		SYF2	YGR129W	NTC31
Q12328	TIM22_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM22	TIM22 YDL217C D0884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	207	D0884	TIM22	YDL217C	
Q03525	TMA23_YEAST	reviewed	Protein TMA23 (23 kDa translation machinery-associated protein)	TMA23 YMR269W YM8156.11 YMR268W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	211	YM8156.11 YMR268W-A	TMA23	YMR269W	
Q03774	TRM82_YEAST	reviewed	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82 (Transfer RNA methyltransferase 82)	TRM82 YDR165W YD8358.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444	YD8358.19	TRM82	YDR165W	
P15565	TRM1_YEAST	reviewed	tRNA (guanine(26)-N(2))-dimethyltransferase, mitochondrial (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	TRM1 YDR120C YD9727.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570	YD9727.15C	TRM1	YDR120C	
P09880	TRNL_YEAST	reviewed	tRNA ligase (EC 6.5.1.3)	TRL1 RLG1 YJL087C J0927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	827	J0927	TRL1	YJL087C	RLG1
Q12256	TPO4_YEAST	reviewed	Polyamine transporter 4	TPO4 YOR273C O5440	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	659	O5440	TPO4	YOR273C	
P80967	TOM5_YEAST	reviewed	Mitochondrial import receptor subunit TOM5 (Translocase of outer membrane 5 kDa subunit)	TOM5 MOM8A YPR133W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	50		TOM5	YPR133W-A	MOM8A
P53250	TWF1_YEAST	reviewed	Twinfilin-1 (Twinfilin-A)	TWF1 YGR080W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	332		TWF1	YGR080W	
Q12094	TSR3_YEAST	reviewed	18S rRNA aminocarboxypropyltransferase (EC 2.5.1.-) (20S rRNA accumulation protein 3) (ScTsr3)	TSR3 YOR006C UND313	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	313	UND313	TSR3	YOR006C	
P00931	TRP_YEAST	reviewed	Tryptophan synthase (EC 4.2.1.20)	TRP5 YGL026C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	707		TRP5	YGL026C	
Q12132	USV1_YEAST	reviewed	Nutrient and stress factor 1 (Up in starvation protein 1)	USV1 NSF1 YPL230W P1421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	391	P1421	USV1	YPL230W	NSF1
P38329	VHC1_YEAST	reviewed	Vacuolar cation-chloride cotransporter 1 (Vacuolar homolog of CCC family protein 1)	VHC1 YBR235W YBR1601	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1120	YBR1601	VHC1	YBR235W	
Q05934	VID22_YEAST	reviewed	Vacuolar import and degradation protein 22	VID22 YLR373C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	901		VID22	YLR373C	
P40547	VID28_YEAST	reviewed	Vacuolar import and degradation protein 28 (Glucose-induced degradation protein 5)	VID28 GID5 YIL017C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	921		VID28	YIL017C	GID5
P32563	VPH1_YEAST	reviewed	V-type proton ATPase subunit a, vacuolar isoform (V-ATPase a 1 subunit) (V-ATPase 95 kDa subunit) (Vacuolar pH protein 1) (Vacuolar proton pump a subunit) (Vacuolar proton translocating ATPase subunit a 1)	VPH1 YOR270C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	840		VPH1	YOR270C	
P22219	VPS15_YEAST	reviewed	Serine/threonine-protein kinase VPS15 (EC 2.7.11.1) (Golgi-retention defective mutant protein 8) (Vacuolar protein sorting-associated protein 15)	VPS15 GRD8 VAC4 VPL19 YBR097W YBR0825	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1454	YBR0825	VPS15	YBR097W	GRD8 VAC4 VPL19
P12611	WHI2_YEAST	reviewed	Growth regulation protein	WHI2 YOR043W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	486		WHI2	YOR043W	
Q8TGU4	YE175_YEAST	reviewed	Uncharacterized protein YER175W-A	YER175W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	54			YER175W-A	
P39971	YEI6_YEAST	reviewed	Uncharacterized protein YEL076C	YEL076C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216			YEL076C	
Q3E817	YF041_YEAST	reviewed	Uncharacterized protein YFL041W-A	YFL041W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	63			YFL041W-A	
Q12260	YB21A_YEAST	reviewed	Transposon Ty2-B Gag polyprotein (TY2A) (TYA) (Transposon Ty2 protein A) (A-438 protein) [Cleaved into: Capsid protein (CA); Gag-p4]	TY2A-B YBLWTy2-1 GAG YBL100W-A YBL0821 YBL101W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	438	YBL0821 YBL101W-A	TY2A-B	YBL100W-A	YBLWTy2-1 GAG
Q04711	YM11B_YEAST	reviewed	Transposon Ty1-ML1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-ML1 YMLWTy1-1 POL YML045W YM9827.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	YM9827.08	TY1B-ML1	YML045W	YMLWTy1-1 POL
P53097	YGU3_YEAST	reviewed	Uncharacterized protein YGL193C	YGL193C G1334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103	G1334		YGL193C	
P0CY01	YL67A_YEAST	reviewed	UPF0479 membrane protein YLL067W-A	YLL067W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	160			YLL067W-A	
P40323	YP073_YEAST	reviewed	Uncharacterized protein YPL073C	YPL073C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161			YPL073C	
Q12414	YP11B_YEAST	reviewed	Transposon Ty1-PL Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-PL YPLWTy1-1 POL YPL257W-B P0729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	P0729	TY1B-PL	YPL257W-B	YPLWTy1-1 POL
Q04116	YHP1_YEAST	reviewed	Homeobox protein YHP1	YHP1 YDR451C D9461.36	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353	D9461.36	YHP1	YDR451C	
Q06594	YP195_YEAST	reviewed	Uncharacterized protein YPR195C	YPR195C P9677.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	P9677.14		YPR195C	
P38833	YHS7_YEAST	reviewed	Uncharacterized protein YHR127W	YHR127W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	243			YHR127W	
Q08984	YP272_YEAST	reviewed	Uncharacterized protein YPL272C	YPL272C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	517			YPL272C	
Q04276	YMX2_YEAST	reviewed	Uncharacterized protein YMR082C	YMR082C YM9582.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118	YM9582.07C		YMR082C	
Q03161	YMY9_YEAST	reviewed	Glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (D-hexose-6-phosphate mutarotase)	YMR099C YM6543.06C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297	YM6543.06C		YMR099C	
P47014	YJN2_YEAST	reviewed	Uncharacterized protein YJL132W	YJL132W J0678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	750	J0678		YJL132W	
P53754	YN97_YEAST	reviewed	Uncharacterized protein YNR068C	YNR068C N3551	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	272	N3551		YNR068C	
P38729	YHE2_YEAST	reviewed	Putative uncharacterized protein YHL042W	YHL042W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	150			YHL042W	
P53845	YIF1_YEAST	reviewed	Protein transport protein YIF1 (YIP1-interacting factor 1)	YIF1 YNL263C N0820	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314	N0820	YIF1	YNL263C	
Q12458	YPR1_YEAST	reviewed	Putative reductase 1 (EC 1.1.1.-)	YPR1 YDR368W D9481.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312	D9481.8	YPR1	YDR368W	
P40166	YNT8_YEAST	reviewed	Uncharacterized protein YNL198C, mitochondrial	YNL198C N1378	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	N1378		YNL198C	
P53049	YOR1_YEAST	reviewed	Oligomycin resistance ATP-dependent permease YOR1	YOR1 YGR281W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1477		YOR1	YGR281W	
P53932	YNJ5_YEAST	reviewed	Uncharacterized transporter YNL095C	YNL095C N2215	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642	N2215		YNL095C	
Q08486	YOR72_YEAST	reviewed	Uncharacterized protein YOR072W	YOR072W O2937 YOR29-23	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	104	O2937 YOR29-23		YOR072W	
P41920	YRB1_YEAST	reviewed	Ran-specific GTPase-activating protein 1 (Chromosome stability protein 20) (Perinuclear array-localized protein) (Ran-binding protein 1) (RANBP1)	YRB1 CST20 HTN1 SFO1 YDR002W YD8119.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	201	YD8119.08	YRB1	YDR002W	CST20 HTN1 SFO1
P40096	NCB1_YEAST	reviewed	Negative cofactor 2 complex subunit alpha (NC2 complex subunit alpha) (Transcription repressor BUR6)	BUR6 NCB1 YER159C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142		BUR6	YER159C	NCB1
P53919	NAF1_YEAST	reviewed	H/ACA ribonucleoprotein complex non-core subunit NAF1 (Nuclear assembly factor 1)	NAF1 YNL124W N1888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	492	N1888	NAF1	YNL124W	
Q8TGN9	NAG1_YEAST	reviewed	Protein NAG1 (Nested antisense gene 1 protein)	NAG1 YGR031C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	163		NAG1	YGR031C-A	
Q12080	NOP53_YEAST	reviewed	Ribosome biogenesis protein NOP53 (Nucleolar protein 53)	NOP53 YPL146C LPI2C P2610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	455	LPI2C P2610	NOP53	YPL146C	
P33755	NPL4_YEAST	reviewed	Nuclear protein localization protein 4 (HMG-CoA reductase degradation protein 4)	NPL4 HRD4 YBR170C YBR1231	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	580	YBR1231	NPL4	YBR170C	HRD4
P49954	NIT3_YEAST	reviewed	Omega-amidase NIT3 (EC 3.5.1.3) (Nitrilase homolog 2)	NIT3 YLR351C L9638.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291	L9638.5	NIT3	YLR351C	
P36052	NDUF7_YEAST	reviewed	Protein arginine methyltransferase NDUFAF7 homolog, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7 homolog) (Protein midA homolog)	YKL162C YKL616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	402	YKL616		YKL162C	
P0CE68	NFT1_YEAST	reviewed	ABC transporter NFT1 (New full-length MRP-type transporter 1)	NFT1 YKR103W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1218		NFT1	YKR103W	
P38769	NEL1_YEAST	reviewed	GTPase-activating protein NEL1 (Non-ERES-localized SEC23 homolog 1)	NEL1 YHR035W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	630		NEL1	YHR035W	
P38302	NTC20_YEAST	reviewed	Pre-mRNA-splicing factor NTC20 (PRP19-associated complex protein 20) (Synergistic to PRP19 mutation protein 384)	NTC20 SNT384 YBR188C YBR1316	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	140	YBR1316	NTC20	YBR188C	SNT384
P40477	NU159_YEAST	reviewed	Nucleoporin NUP159 (Nuclear pore protein NUP159)	NUP159 NUP158 RAT7 YIL115C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1460		NUP159	YIL115C	NUP158 RAT7
Q02630	NU116_YEAST	reviewed	Nucleoporin NUP116/NSP116 (Nuclear pore protein NUP116/NSP116)	NUP116 NSP116 YMR047C YM9532.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1113	YM9532.12C	NUP116	YMR047C	NSP116
Q06144	ORM2_YEAST	reviewed	Protein ORM2	ORM2 YLR350W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216		ORM2	YLR350W	
